"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0K480","2019-09-18 11:00:00","56.000","4.000","2.600","29.900","0.570","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","23.500",""
"C0H890","2019-09-18 11:00:00","440.000","272.000","1.400","29.600","0.590","958.500","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","22.800",""
"C0S770","2019-09-18 11:00:00","375.000","144.000","2.100","26.100","0.780","967.600","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","21.500",""
"C0X230","2019-09-18 11:00:00","29.000","3.000","2.500","30.000","0.650","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","23.300",""
"C0SA10","2019-09-18 11:00:00","411.000","74.000","1.000","30.100","0.650","963.900","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","21.500",""
"C0M740","2019-09-18 11:00:00","15.000","33.000","2.200","31.000","0.520","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","24.200",""
"C0R490","2019-09-18 11:00:00","49.000","258.000","2.000","30.900","0.630","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","25.500",""
"C0K460","2019-09-18 11:00:00","60.000","350.000","3.200","29.600","0.590","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","24.300",""
"C0V440","2019-09-18 11:00:00","27.000","330.000","0.800","30.300","0.660","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","25.000",""
"C0SA40","2019-09-18 11:00:00","200.000","335.000","1.300","30.000","0.580","987.000","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","21.300",""
"C0X100","2019-09-18 11:00:00","10.000","54.000","0.800","31.700","0.530","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","25.200",""
"C1R440","2019-09-18 11:00:00","1654.000","151.000","1.000","16.800","1.000","833.100","-99.000","0.000","-99.000","-99.000","-99.000","19.600","","14.400",""
"C0Z280","2019-09-18 11:00:00","224.000","31.000","1.100","30.200","0.480","985.700","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","21.300",""
"C0Z070","2019-09-18 11:00:00","247.000","352.000","2.300","27.200","0.670","982.100","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","20.800",""
"C0K560","2019-09-18 11:00:00","117.000","326.000","0.900","30.600","0.610","995.700","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","23.300",""
"C0R150","2019-09-18 11:00:00","105.000","310.000","0.900","32.400","0.630","995.200","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.700",""
"C0T9N0","2019-09-18 11:00:00","261.000","19.000","2.300","28.400","0.640","980.500","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","21.000",""
"C0S690","2019-09-18 11:00:00","522.000","28.000","1.500","30.200","0.590","951.700","-99.000","0.000","-99.000","-99.000","-99.000","35.800","","21.000",""
"C0U870","2019-09-18 11:00:00","474.000","207.000","0.800","25.100","0.720","960.300","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","21.300",""
"C0A520","2019-09-18 11:00:00","48.000","60.000","3.400","28.200","0.630","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","24.100",""
"C0X130","2019-09-18 11:00:00","27.000","336.000","2.000","31.500","0.730","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","25.000",""
"C0V400","2019-09-18 11:00:00","56.000","16.000","1.900","30.300","0.690","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","24.900",""
"C0UA40","2019-09-18 11:00:00","1121.000","50.000","1.600","21.100","0.770","890.300","-99.000","1.500","-99.000","-99.000","-99.000","22.000","","16.200",""
"C0K470","2019-09-18 11:00:00","97.000","315.000","0.600","29.600","0.670","997.100","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","23.000",""
"C0V650","2019-09-18 11:00:00","28.000","300.000","2.800","30.600","0.600","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","25.400",""
"C0G720","2019-09-18 11:00:00","50.000","353.000","3.900","30.500","0.500","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","24.400",""
"C0G890","2019-09-18 11:00:00","24.000","10.000","8.700","29.600","0.610","1005.900","-99.000","0.000","16.300","26.000","","29.900","","25.900",""
"C0I540","2019-09-18 11:00:00","3344.000","113.000","8.400","14.300","0.340","684.600","-99.000","-99.000","17.100","124.000","","14.300","","9.100",""
"C0K390","2019-09-18 11:00:00","31.000","17.000","3.600","30.800","0.510","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","24.200",""
"C0T9A0","2019-09-18 11:00:00","498.000","353.000","0.400","28.600","0.580","954.800","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","20.900",""
"C0AH40","2019-09-18 11:00:00","426.000","40.000","3.400","23.300","0.920","964.700","-99.000","2.000","10.100","52.000","","25.300","","23.000",""
"C0X280","2019-09-18 11:00:00","22.000","53.000","3.400","30.100","0.650","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","24.900",""
"C0H9C0","2019-09-18 11:00:00","3402.000","67.000","2.300","16.200","0.300","678.400","-99.000","0.000","-99.000","-99.000","-99.000","17.900","","7.900",""
"C0V620","2019-09-18 11:00:00","18.000","259.000","1.900","29.900","0.680","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","24.800",""
"C0U780","2019-09-18 11:00:00","15.000","277.000","1.600","29.300","0.520","1010.600","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","24.100",""
"C0U760","2019-09-18 11:00:00","22.000","333.000","1.200","31.200","0.490","1009.800","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.800",""
"C0X290","2019-09-18 11:00:00","10.000","28.000","5.500","29.600","0.660","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","25.400",""
"C0R420","2019-09-18 11:00:00","504.000","62.000","3.300","24.600","-99.000","949.300","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","21.400",""
"C0E830","2019-09-18 11:00:00","37.000","23.000","6.100","30.300","0.520","1004.300","-99.000","0.000","16.300","29.000","","30.700","","26.100",""
"C0K330","2019-09-18 11:00:00","38.000","353.000","2.200","31.100","0.510","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","24.100",""
"C0M660","2019-09-18 11:00:00","40.000","3.000","3.500","30.500","0.530","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","24.200",""
"C0H960","2019-09-18 11:00:00","120.000","16.000","1.200","30.800","0.590","993.700","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","24.400",""
"C0R640","2019-09-18 11:00:00","21.000","243.000","2.300","29.400","0.790","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","26.400",""
"C0E810","2019-09-18 11:00:00","53.000","15.000","5.800","30.000","0.610","1003.700","-99.000","0.000","17.100","12.000","","30.000","","24.200",""
"C0M530","2019-09-18 11:00:00","1385.000","208.000","0.700","20.800","0.920","866.400","-99.000","0.000","-99.000","-99.000","-99.000","21.100","","16.900",""
"C0R170","2019-09-18 11:00:00","26.000","316.000","1.100","31.000","0.680","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.900",""
"C0I420","2019-09-18 11:00:00","305.000","221.000","2.400","30.400","0.620","974.000","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","23.000",""
"C0A640","2019-09-18 11:00:00","241.000","0.000","0.200","23.400","0.910","987.700","-99.000","4.000","-99.000","-99.000","-99.000","24.600","","21.900",""
"C0G830","2019-09-18 11:00:00","27.000","10.000","5.600","30.200","0.560","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","24.200",""
"C0A550","2019-09-18 11:00:00","422.000","324.000","0.300","22.500","1.000","965.800","-99.000","5.000","-99.000","-99.000","-99.000","24.300","","21.100",""
"C0A930","2019-09-18 11:00:00","216.000","4.000","1.800","24.300","1.000","987.000","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","23.100",""
"C0F9M0","2019-09-18 11:00:00","230.000","35.000","2.500","29.300","0.460","982.500","-99.000","0.000","7.900","69.000","","29.300","","23.400",""
"C0AC40","2019-09-18 11:00:00","1079.000","63.000","5.200","18.200","0.990","893.400","-99.000","3.000","17.100","31.000","","18.600","","15.500",""
"C0AI00","2019-09-18 11:00:00","188.000","28.000","1.200","25.300","0.870","991.300","-99.000","2.000","7.700","45.000","","28.500","","22.800",""
"C0G750","2019-09-18 11:00:00","31.000","343.000","3.100","30.800","0.500","1005.700","-99.000","0.000","11.200","13.000","","30.800","","24.100",""
"C0T9M0","2019-09-18 11:00:00","92.000","6.000","2.200","31.000","0.550","1000.900","-99.000","0.000","9.200","54.000","","31.000","","24.700",""
"C0Z270","2019-09-18 11:00:00","343.000","48.000","4.200","27.900","0.580","972.000","-99.000","0.000","10.800","33.000","","27.900","","21.700",""
"C0K430","2019-09-18 11:00:00","30.000","6.000","4.400","30.300","0.500","1005.900","-99.000","0.000","10.400","357.000","","30.400","","24.300",""
"C0Z170","2019-09-18 11:00:00","199.000","71.000","3.100","28.300","0.620","989.000","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","21.600",""
"C0Z100","2019-09-18 11:00:00","36.000","353.000","0.800","31.800","0.470","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","22.300",""
"C0U710","2019-09-18 11:00:00","1942.000","114.000","0.400","14.000","0.990","809.600","-99.000","1.500","-99.000","-99.000","-99.000","14.000","","10.900",""
"C0SA30","2019-09-18 11:00:00","92.000","33.000","5.600","29.600","0.580","999.500","-99.000","0.000","12.900","46.000","","29.600","","24.600",""
"C0UA30","2019-09-18 11:00:00","1397.000","112.000","1.800","18.200","0.760","862.700","-99.000","0.500","-99.000","-99.000","-99.000","19.200","","15.100",""
"C0I080","2019-09-18 11:00:00","536.000","7.000","0.600","30.500","0.600","951.400","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","20.800",""
"C0V500","2019-09-18 11:00:00","6.000","287.000","0.300","30.400","0.790","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","26.900",""
"CM0160","2019-09-18 11:00:00","196.000","355.000","1.000","31.600","0.600","991.500","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","22.400",""
"C0UA00","2019-09-18 11:00:00","392.000","293.000","0.800","27.400","0.990","970.000","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","21.400",""
"C0AD40","2019-09-18 11:00:00","32.000","79.000","1.600","27.400","0.690","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","23.800",""
"C0V350","2019-09-18 11:00:00","36.000","279.000","1.700","31.700","0.650","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.800",""
"C0W120","2019-09-18 11:00:00","58.000","14.000","12.200","26.800","0.710","1003.200","-99.000","0.000","27.500","360.000","","27.000","","25.600",""
"C0R470","2019-09-18 11:00:00","103.000","298.000","1.200","30.800","0.660","997.000","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","25.200",""
"C0M770","2019-09-18 11:00:00","164.000","271.000","1.500","28.800","0.700","989.400","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","23.100",""
"C0S930","2019-09-18 11:00:00","248.000","78.000","1.600","29.900","0.550","981.600","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","21.400",""
"C0S660","2019-09-18 11:00:00","794.000","56.000","1.400","25.400","0.690","923.600","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","17.300",""
"C0E790","2019-09-18 11:00:00","344.000","17.000","2.300","28.800","0.520","969.600","-99.000","0.000","8.700","6.000","","28.800","","22.900",""
"C0O810","2019-09-18 11:00:00","161.000","158.000","1.000","32.200","0.760","992.800","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","24.100",""
"C0R520","2019-09-18 11:00:00","18.000","203.000","0.600","32.100","0.640","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","25.600",""
"C0G880","2019-09-18 11:00:00","92.000","302.000","1.300","30.100","0.610","998.500","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","23.800",""
"C0M640","2019-09-18 11:00:00","155.000","298.000","1.200","29.600","0.670","990.600","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","23.100",""
"C0X270","2019-09-18 11:00:00","33.000","324.000","0.700","31.500","0.650","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","22.600",""
"C0R260","2019-09-18 11:00:00","76.000","194.000","0.500","30.400","0.700","999.800","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","24.100",""
"C0U950","2019-09-18 11:00:00","1012.000","330.000","4.400","18.600","1.000","903.100","-99.000","3.000","11.700","308.000","","19.000","","17.400",""
"C0R660","2019-09-18 11:00:00","20.000","319.000","3.800","29.300","-99.000","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.100",""
"C0O860","2019-09-18 11:00:00","38.000","270.000","1.900","30.800","0.730","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","24.000",""
"C0UA10","2019-09-18 11:00:00","1711.000","0.000","0.000","15.400","1.000","834.200","-99.000","1.000","-99.000","-99.000","-99.000","15.800","","12.900",""
"C0S980","2019-09-18 11:00:00","901.000","58.000","1.300","22.200","0.890","911.000","-99.000","0.000","6.900","34.000","","24.200","","18.700",""
"C0V770","2019-09-18 11:00:00","26.000","312.000","1.100","30.300","0.670","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","25.700",""
"C0X110","2019-09-18 11:00:00","20.000","247.000","2.500","30.500","0.630","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.800",""
"C0V310","2019-09-18 11:00:00","46.000","260.000","1.500","30.500","0.580","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","24.500",""
"C0G830","2019-09-18 12:00:00","27.000","3.000","5.900","30.500","0.570","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.200",""
"C0E810","2019-09-18 12:00:00","53.000","10.000","7.000","29.800","0.650","1003.200","-99.000","0.000","17.900","347.000","","30.000","","24.200",""
"C0R640","2019-09-18 12:00:00","21.000","258.000","3.000","29.400","0.810","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","26.400",""
"C0D580","2019-09-18 12:00:00","120.000","0.000","0.000","25.300","0.750","996.900","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","21.500",""
"C0M660","2019-09-18 12:00:00","40.000","31.000","3.000","31.100","0.530","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","24.200",""
"C0K330","2019-09-18 12:00:00","38.000","8.000","2.000","32.000","0.490","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","24.100",""
"C0E830","2019-09-18 12:00:00","37.000","9.000","8.300","29.500","0.660","1003.500","-99.000","0.000","18.600","11.000","","30.700","","26.100",""
"C0R420","2019-09-18 12:00:00","504.000","59.000","2.900","25.200","-99.000","948.500","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","21.400",""
"C0X290","2019-09-18 12:00:00","10.000","2.000","7.800","29.400","0.650","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","25.400",""
"C0U760","2019-09-18 12:00:00","22.000","302.000","1.100","29.300","0.580","1009.400","-99.000","0.000","7.500","276.000","","31.800","","25.800",""
"C0U780","2019-09-18 12:00:00","15.000","325.000","2.600","28.500","0.610","1010.000","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","24.100",""
"C0H9C0","2019-09-18 12:00:00","3402.000","56.000","1.800","16.400","0.320","678.000","-99.000","0.000","-99.000","-99.000","-99.000","17.900","","7.900",""
"C0V650","2019-09-18 12:00:00","28.000","276.000","2.000","30.100","0.620","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","25.400",""
"C0K470","2019-09-18 12:00:00","97.000","0.000","0.000","30.900","0.620","996.400","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","23.000",""
"C0T9N0","2019-09-18 12:00:00","261.000","343.000","2.000","29.300","0.600","980.000","-99.000","0.000","7.200","353.000","","29.300","","21.000",""
"C0Z070","2019-09-18 12:00:00","247.000","92.000","0.500","30.100","0.510","981.200","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","20.800",""
"C0Z280","2019-09-18 12:00:00","224.000","78.000","3.200","30.000","0.440","984.900","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","21.300",""
"C0SA40","2019-09-18 12:00:00","200.000","326.000","1.800","30.400","0.570","986.400","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","21.300",""
"C0V440","2019-09-18 12:00:00","27.000","212.000","0.600","31.300","0.610","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","25.000",""
"C0R490","2019-09-18 12:00:00","49.000","249.000","2.700","31.500","0.620","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","25.500",""
